,College Name,Department Name,Academic Career,Plan Description,Academic Year,Headcount,,Projected_Demand,Current_Demand,Future_Demand
656,Eller College of Management,Management Information Systems,Graduate,Business Intelligence and Analytics,2020,2,Main,31.6892835,372.8151,404.5043835
657,Eller College of Management,Management Information Systems,Graduate,Business Intelligence and Analytics,2020,18,Online,31.6892835,372.8151,404.5043835
658,Eller College of Management,Management Information Systems,Graduate,Enterprise Information Security,2020,1,Main,12.11672,110.152,122.26872
659,Eller College of Management,Management Information Systems,Graduate,Enterprise Information Security,2020,4,Online,12.11672,110.152,122.26872
660,Eller College of Management,Management Information Systems,Graduate,Master of Science in Business Analytics,2020,6,Main,31.6892835,372.8151,404.5043835
661,Eller College of Management,Management Information Systems,Graduate,Master of Science in Management Information Systems,2020,136,Main,80.566596,732.4236,812.990196
662,Eller College of Management,Management Information Systems,Graduate,Master of Science in Management Information Systems,2020,106,Online,80.566596,732.4236,812.990196
663,Eller College of Management,Management Information Systems,Undergraduate,Major in Management Information Systems,2020,314,Main,80.566596,732.4236,812.990196
664,Eller College of Management,Management Information Systems,Undergraduate,Major in Management Information Systems,2020,124,Main,80.566596,732.4236,812.990196
665,Eller College of Management,Management Information Systems,Undergraduate,Major in Operations Management,2020,25,Main,80.566596,732.4236,812.990196
666,Eller College of Management,Management Information Systems,Undergraduate,Major in Operations Management,2020,48,Main,80.566596,732.4236,812.990196
667,Eller College of Management,Management and Organizations,Graduate,Doctor of Philosophy in Management,2020,70,Main,80.566596,732.4236,812.990196
668,Eller College of Management,Management and Organizations,Graduate,Masters in Healthcare Management,2020,50,Online,80.566596,732.4236,812.990196
669,Eller College of Management,Management and Organizations,Undergraduate,Major in Business Management,2020,334,Main,80.566596,732.4236,812.990196
670,Eller College of Management,Management and Organizations,Undergraduate,Major in Business Management,2020,16,Main,80.566596,732.4236,812.990196
671,Eller College of Management,Management and Organizations,Undergraduate,Social Innovation,2020,19,Main,12.142988,110.3908,122.533788
672,Eller College of Management,Management and Organizations,Undergraduate,Sports Management,2020,133,Main,2.10035,24.71,26.81035
673,Eller College of Management,Management and Organizations,Undergraduate,Sports Management,2020,8,Online,2.10035,24.71,26.81035
674,Eller College of Management,Marketing,Graduate,Master of Science in Marketing,2020,18,Main,31.6892835,372.8151,404.5043835
675,Eller College of Management,Marketing,Undergraduate,Major in Marketing,2020,435,Main,31.6892835,372.8151,404.5043835
676,Eller College of Management,Marketing,Undergraduate,Major in Marketing,2020,14,Main,31.6892835,372.8151,404.5043835
677,Eller College of Management,School of Accountancy,Graduate,Accounting,2020,24,Online,50.196,1003.92,1054.116
678,Eller College of Management,School of Accountancy,Graduate,Master of Accounting,2020,44,Main,50.196,1003.92,1054.116
679,Eller College of Management,School of Accountancy,Graduate,Master of Science in Accounting,2020,34,Main,50.196,1003.92,1054.116
680,Eller College of Management,School of Accountancy,Graduate,Master of Science in Accounting,2020,20,Online,50.196,1003.92,1054.116
681,Eller College of Management,School of Accountancy,Undergraduate,Major in Accounting,2020,387,Main,50.196,1003.92,1054.116
682,Eller College of Management,School of Accountancy,Undergraduate,Major in Accounting,2020,5,Main,50.196,1003.92,1054.116
683,Graduate College,Graduate College Admin,Graduate,Aerospace Engineering,2020,1,Main,1.929935,77.1974,79.127335
684,Graduate College,Graduate College Admin,Graduate,Arizona Biological and Biomedical Sciences Doctoral Program,2020,30,Main,0.8855,17.71,18.5955
685,Graduate College,Graduate College Admin,Graduate,Art,2020,1,Main,7.076454,83.2524,90.328854
686,Graduate College,Graduate College Admin,Graduate,Finance,2020,2,Main,92.076006,837.0546,929.130606
687,Graduate College,Graduate College Admin,Graduate,Geosciences,2020,1,Main,1.412515,28.2503,29.662815
688,Graduate College,Graduate College Admin,Graduate,Mathematics,2020,1,Main,0.33627,3.057,3.39327
689,Graduate College,Graduate College Admin,Graduate,Nondegree Seeking,2020,2,Distance,0.3744375,14.9775,15.3519375
690,Graduate College,Graduate College Admin,Graduate,Nondegree Seeking,2020,306,Main,0.3744375,14.9775,15.3519375
691,Graduate College,Graduate College Admin,Graduate,Nondegree Seeking,2020,203,Online,0.3744375,14.9775,15.3519375
692,Graduate College,Graduate College Admin,Graduate,Nondegree Seeking,2020,1,Phoenix,0.3744375,14.9775,15.3519375
693,Graduate College,Graduate College Admin,Graduate,Nondegree Seeking,2020,1,South,0.3744375,14.9775,15.3519375
694,Graduate College,Interdis Graduate Prog Admin,Graduate,Doctor of Philosophy in American Indian Studies,2020,22,Main,0.8228,9.6772,10.5
695,Graduate College,Interdis Graduate Prog Admin,Graduate,Doctor of Philosophy in Applied Intercultural Arts Research,2020,5,Main,0.8228,9.6772,10.5
696,Graduate College,Interdis Graduate Prog Admin,Graduate,Doctor of Philosophy in Applied Mathematics,2020,50,Main,4.248552,38.6232,42.871752
697,Graduate College,Interdis Graduate Prog Admin,Graduate,Doctor of Philosophy in Arid Lands Resource Sciences,2020,16,Main,0.73572,14.7144,15.45012
698,Graduate College,Interdis Graduate Prog Admin,Graduate,Doctor of Philosophy in Cancer Biology,2020,30,Main,1.870365,37.4073,39.277665
699,Graduate College,Interdis Graduate Prog Admin,Graduate,Doctor of Philosophy in Entomology & Insect Science,2020,20,Main,0.39726,7.9452,8.34246
700,Graduate College,Interdis Graduate Prog Admin,Graduate,Doctor of Philosophy in Genetics,2020,14,Main,1.870365,37.4073,39.277665
701,Graduate College,Interdis Graduate Prog Admin,Graduate,Doctor of Philosophy in Neuroscience,2020,25,Main,74.108321,871.8626,945.970921
702,Graduate College,Interdis Graduate Prog Admin,Graduate,Doctor of Philosophy in Persian and Iranian Studies,2020,3,Main,0.8228,9.6772,10.5
703,Graduate College,Interdis Graduate Prog Admin,Graduate,Doctor of Philosophy in Physiological Sciences,2020,24,Main,0.670072,7.8832,8.553272
704,Graduate College,Interdis Graduate Prog Admin,Graduate,Doctor of Philosophy in Second Language Acquisition and Teaching,2020,59,Main,1.839808,21.6448,23.484608
705,Graduate College,Interdis Graduate Prog Admin,Graduate,Major in Statistics,2020,22,Main,4.248552,38.6232,42.871752
706,Graduate College,Interdis Graduate Prog Admin,Graduate,Major in Statistics and Data Science,2020,1,Main,4.248552,38.6232,42.871752
707,Graduate College,Interdis Graduate Prog Admin,Graduate,American Indian Higher Education,2020,1,Main,0.8228,9.6772,10.5
708,Graduate College,Interdis Graduate Prog Admin,Graduate,Statistics,2020,4,Main,4.248552,38.6232,42.871752
709,Graduate College,Interdis Graduate Prog Admin,Graduate,Statistics,2020,5,Online,4.248552,38.6232,42.871752
710,Graduate College,Interdis Graduate Prog Admin,Graduate,Statistics and Data Science,2020,1,Main,4.248552,38.6232,42.871752
711,Graduate College,Interdis Graduate Prog Admin,Graduate,Master of Arts in American Indian Studies,2020,3,Main,0.8228,9.6772,10.5
712,Graduate College,Interdis Graduate Prog Admin,Graduate,Master of Arts in Applied Intercultural Arts Research,2020,1,Main,0.8228,9.6772,10.5
713,Graduate College,Interdis Graduate Prog Admin,Graduate,Master of Arts in Persian and Iranian Studies,2020,3,Main,0.8228,9.6772,10.5
714,Graduate College,Interdis Graduate Prog Admin,Graduate,Master of Science in Applied Mathematics,2020,2,Main,4.248552,38.6232,42.871752
715,Graduate College,Interdis Graduate Prog Admin,Graduate,Master of Science in Entomology & Insect Science,2020,14,Main,0.39726,7.9452,8.34246
716,Graduate College,Interdis Graduate Prog Admin,Graduate,Master of Science in Neuroscience,2020,1,Main,74.108321,871.8626,945.970921
717,Graduate College,Interdis Graduate Prog Admin,Graduate,Master of Science in Physiological Sciences,2020,22,Main,0.670072,7.8832,8.553272
718,Graduate College,Interdis Graduate Prog Admin,Graduate,Master of Science in Statistics,2020,28,Main,4.248552,38.6232,42.871752
719,Graduate College,Interdis Graduate Prog Admin,Graduate,Master of Science in Statistics and Data Science,2020,1,Main,4.248552,38.6232,42.871752
720,Graduate College,Interdis Graduate Prog Admin,Graduate,Professional Science Masters in Applied Biosciences,2020,36,Main,4.57545,91.509,96.08445
721,Graduate College,"Second Lang Acqsn & Tch, GIDP",Graduate,Language Program Administration,2020,6,Main,1.839808,21.6448,23.484608
722,Honors College,The Honors College,Undergraduate,HNRS Colloquium Exp. High Sch,2020,10,Community,1.839808,21.6448,23.484608
723,James C Wyant Coll Optical Sci,James C Wyant Coll Optical Sci,Graduate,Doctor of Philosophy in Optical Sciences,2020,169,Main,1.3746,54.984,56.3586
724,James C Wyant Coll Optical Sci,James C Wyant Coll Optical Sci,Graduate,Optical Sciences,2020,2,Main,1.3746,54.984,56.3586
725,James C Wyant Coll Optical Sci,James C Wyant Coll Optical Sci,Graduate,Optical Sciences,2020,18,Online,1.3746,54.984,56.3586
726,James C Wyant Coll Optical Sci,James C Wyant Coll Optical Sci,Graduate,Master of Science in Optical Sciences,2020,111,Main,1.3746,54.984,56.3586
727,James C Wyant Coll Optical Sci,James C Wyant Coll Optical Sci,Graduate,Master of Science in Optical Sciences,2020,77,Online,1.3746,54.984,56.3586
728,James C Wyant Coll Optical Sci,James C Wyant Coll Optical Sci,Graduate,Master of Science in Photonic Communications Engineering,2020,3,Main,1.3746,54.984,56.3586
729,James C Wyant Coll Optical Sci,James C Wyant Coll Optical Sci,Undergraduate,Major in Optical Sciences & Engineering,2020,123,Main,1.3746,54.984,56.3586
730,James E Rogers College of Law,James E Rogers College of Law,Law,Major in Indigenous Governance,2020,5,Main,11.0176,220.352,231.3696
731,James E Rogers College of Law,Law Instruction,Law,Major in Law,2020,373,Main,49.81492,996.2984,1046.11332
732,James E Rogers College of Law,Law Instruction,Law,Scientiae Juridicae Program,2020,18,Main,49.81492,996.2984,1046.11332
733,James E Rogers College of Law,Law Instruction,Law,Major in Law,2020,22,Main,49.81492,996.2984,1046.11332
734,James E Rogers College of Law,Law Instruction,Law,Major in Law,2020,3,Online,49.81492,996.2984,1046.11332
735,James E Rogers College of Law,Law Instruction,Law,Master of Legal Studies,2020,41,Main,18.267084,166.0644,184.331484
736,James E Rogers College of Law,Law Instruction,Law,Master of Legal Studies,2020,177,Online,18.267084,166.0644,184.331484
737,James E Rogers College of Law,Law Instruction,Law,Law Non-Degree Seeking,2020,1,Main,18.267084,166.0644,184.331484
738,Letters Arts & Sci Division,The University of Arizona,Undergraduate,National Student Exchange,2020,2,Main,18.267084,166.0644,184.331484
739,Letters Arts & Sci Division,The University of Arizona,Undergraduate,Nondegree Seeking,2020,408,Distance,0.81362,9.572,10.38562
740,Letters Arts & Sci Division,The University of Arizona,Undergraduate,Nondegree Seeking,2020,225,Main,0.81362,9.572,10.38562
741,Letters Arts & Sci Division,The University of Arizona,Undergraduate,Nondegree Seeking,2020,158,Online,0.81362,9.572,10.38562
742,Letters Arts & Sci Division,The University of Arizona,Undergraduate,Nondegree Seeking,2020,1,South,0.81362,9.572,10.38562
743,Letters Arts & Sci Division,The University of Arizona,Undergraduate,Study Abroad,2020,19,Main,15.5556375,183.0075,198.5631375
744,Letters Arts & Sci Division,The University of Arizona,Undergraduate,Visiting Student,2020,47,Main,15.5556375,183.0075,198.5631375
745,Vice Provost Acad Affrs Div,Office of Instruct & Assess,Graduate,College Teaching,2020,54,Main,4.349977,51.1762,55.526177
